County,District,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
Whatcom County,Ferndale School District,AIM,Math,3,All,,
Whatcom County,Ferndale School District,AIM,Math,4,All,,
Whatcom County,Ferndale School District,AIM,Math,5,All,,
Whatcom County,Ferndale School District,AIM,Math,6,All,,
Whatcom County,Ferndale School District,AIM,Math,7,All,,
Whatcom County,Ferndale School District,AIM,Math,8,All,,
Whatcom County,Ferndale School District,AIM,Math,11,All,,
Whatcom County,Ferndale School District,AIM,Science,5,All,,
Whatcom County,Ferndale School District,AIM,Science,8,All,,
Whatcom County,Ferndale School District,EOC,Biology,10,All,257,70.2
Whatcom County,Ferndale School District,MSP,Science,5,All,198,56.5
Whatcom County,Ferndale School District,MSP,Science,8,All,243,68.4
Pierce County,Fife School District,SBA,ELA,3,All,103,38.2
Pierce County,Fife School District,SBA,ELA,4,All,134,45.8
Pierce County,Fife School District,SBA,ELA,5,All,160,54
Pierce County,Fife School District,SBA,ELA,6,All,119,42.3
Pierce County,Fife School District,SBA,ELA,7,All,184,66.9
Pierce County,Fife School District,SBA,ELA,8,All,178,59.5
Pierce County,Fife School District,SBA,ELA,11,All,,
Pierce County,Fife School District,SBA,MATH,3,All,122,45.3
Pierce County,Fife School District,SBA,MATH,4,All,146,49.8
Pierce County,Fife School District,SBA,MATH,5,All,138,46.6
Pierce County,Fife School District,SBA,MATH,6,All,105,37.2
Pierce County,Fife School District,SBA,MATH,7,All,126,45.4
Pierce County,Fife School District,SBA,MATH,8,All,159,53
Pierce County,Fife School District,SBA,MATH,11,All,76,25
Pierce County,Fife School District,AIM,ELA,3,All,,
Pierce County,Fife School District,AIM,ELA,4,All,,
Pierce County,Fife School District,AIM,ELA,5,All,,
Pierce County,Fife School District,AIM,ELA,6,All,,
Pierce County,Fife School District,AIM,ELA,7,All,,
Pierce County,Fife School District,AIM,ELA,8,All,,
Pierce County,Fife School District,AIM,ELA,11,All,,
Pierce County,Fife School District,AIM,Math,3,All,,
Pierce County,Fife School District,AIM,Math,4,All,,
Pierce County,Fife School District,AIM,Math,5,All,,
Pierce County,Fife School District,AIM,Math,6,All,,
Pierce County,Fife School District,AIM,Math,7,All,,
Pierce County,Fife School District,AIM,Math,8,All,,
Pierce County,Fife School District,AIM,Math,11,All,,
Pierce County,Fife School District,AIM,Science,5,All,,
Pierce County,Fife School District,AIM,Science,8,All,,
Pierce County,Fife School District,EOC,Biology,10,All,200,77.5
Pierce County,Fife School District,MSP,Science,5,All,184,62.1
Pierce County,Fife School District,MSP,Science,8,All,234,78.5
Benton County,Finley School District,SBA,ELA,3,All,21,30
Benton County,Finley School District,SBA,ELA,4,All,15,27.7
Benton County,Finley School District,SBA,ELA,5,All,24,36.9
Benton County,Finley School District,SBA,ELA,6,All,25,35.7
Benton County,Finley School District,SBA,ELA,7,All,25,36.7
Benton County,Finley School District,SBA,ELA,8,All,21,28.7
Benton County,Finley School District,SBA,ELA,11,All,58,57.4
Benton County,Finley School District,SBA,MATH,3,All,14,20
Benton County,Finley School District,SBA,MATH,4,All,10,18.5
Benton County,Finley School District,SBA,MATH,5,All,18,28.1
Benton County,Finley School District,SBA,MATH,6,All,10,14.2
Benton County,Finley School District,SBA,MATH,7,All,12,17.6
Benton County,Finley School District,SBA,MATH,8,All,14,19.1
Benton County,Finley School District,SBA,MATH,11,All,19,19
Benton County,Finley School District,AIM,ELA,7,All,,
Benton County,Finley School District,AIM,ELA,8,All,,
Benton County,Finley School District,AIM,Math,7,All,,
Benton County,Finley School District,AIM,Math,8,All,,
Benton County,Finley School District,AIM,Science,8,All,,
Benton County,Finley School District,EOC,Biology,10,All,29,40.2
Benton County,Finley School District,MSP,Science,5,All,33,50.7
Benton County,Finley School District,MSP,Science,8,All,22,30.1
Pierce County,Franklin Pierce School District,SBA,ELA,3,All,288,45.7
Pierce County,Franklin Pierce School District,SBA,ELA,4,All,305,47.3
Pierce County,Franklin Pierce School District,SBA,ELA,5,All,335,53.6
Pierce County,Franklin Pierce School District,SBA,ELA,6,All,237,43.4
Pierce County,Franklin Pierce School District,SBA,ELA,7,All,274,50.2
Pierce County,Franklin Pierce School District,SBA,ELA,8,All,305,52.7
Pierce County,Franklin Pierce School District,SBA,ELA,11,All,390,68.4
Pierce County,Franklin Pierce School District,SBA,MATH,3,All,269,42.9
Pierce County,Franklin Pierce School District,SBA,MATH,4,All,276,42.8
Pierce County,Franklin Pierce School District,SBA,MATH,5,All,255,40.7
Pierce County,Franklin Pierce School District,SBA,MATH,6,All,181,33.2
Pierce County,Franklin Pierce School District,SBA,MATH,7,All,198,36.4
Pierce County,Franklin Pierce School District,SBA,MATH,8,All,207,35.8
Pierce County,Franklin Pierce School District,SBA,MATH,11,All,87,15.3
Pierce County,Franklin Pierce School District,AIM,ELA,3,All,4,25
Pierce County,Franklin Pierce School District,AIM,ELA,4,All,,
Pierce County,Franklin Pierce School District,AIM,ELA,5,All,,
Pierce County,Franklin Pierce School District,AIM,ELA,6,All,,
Pierce County,Franklin Pierce School District,AIM,ELA,7,All,,
Pierce County,Franklin Pierce School District,AIM,ELA,8,All,,
Pierce County,Franklin Pierce School District,AIM,ELA,11,All,,
Pierce County,Franklin Pierce School District,AIM,Math,3,All,6,37.5
Pierce County,Franklin Pierce School District,AIM,Math,4,All,,
Pierce County,Franklin Pierce School District,AIM,Math,5,All,,
Pierce County,Franklin Pierce School District,AIM,Math,6,All,,
Pierce County,Franklin Pierce School District,AIM,Math,7,All,,
Pierce County,Franklin Pierce School District,AIM,Math,8,All,,
Pierce County,Franklin Pierce School District,AIM,Math,11,All,,
Pierce County,Franklin Pierce School District,AIM,Science,5,All,,
Pierce County,Franklin Pierce School District,AIM,Science,8,All,,
Pierce County,Franklin Pierce School District,EOC,Biology,10,All,346,59
Pierce County,Franklin Pierce School District,MSP,Science,5,All,306,48.9
Pierce County,Franklin Pierce School District,MSP,Science,8,All,361,62.3
Spokane County,Freeman School District,SBA,ELA,3,All,40,66.6
Spokane County,Freeman School District,SBA,ELA,4,All,49,72
Spokane County,Freeman School District,SBA,ELA,5,All,36,64.2
Spokane County,Freeman School District,SBA,ELA,6,All,45,72.5
Spokane County,Freeman School District,SBA,ELA,7,All,55,78.5
Spokane County,Freeman School District,SBA,ELA,8,All,55,63.9
Spokane County,Freeman School District,SBA,ELA,11,All,70,83.3
Spokane County,Freeman School District,SBA,MATH,3,All,44,73.3
Spokane County,Freeman School District,SBA,MATH,4,All,48,70.5
Spokane County,Freeman School District,SBA,MATH,5,All,25,44.6
Spokane County,Freeman School District,SBA,MATH,6,All,44,70.9
Spokane County,Freeman School District,SBA,MATH,7,All,42,60
Spokane County,Freeman School District,SBA,MATH,8,All,45,52.3
Spokane County,Freeman School District,SBA,MATH,11,All,40,48.1
Spokane County,Freeman School District,AIM,ELA,3,All,,
Spokane County,Freeman School District,AIM,ELA,6,All,,
Spokane County,Freeman School District,AIM,ELA,8,All,,
Spokane County,Freeman School District,AIM,Math,3,All,,
Spokane County,Freeman School District,AIM,Math,6,All,,
Spokane County,Freeman School District,AIM,Math,8,All,,
Spokane County,Freeman School District,AIM,Science,8,All,,
Spokane County,Freeman School District,EOC,Biology,10,All,66,85.7
Spokane County,Freeman School District,MSP,Science,5,All,44,78.5
Spokane County,Freeman School District,MSP,Science,8,All,67,77.9
Whitman County,Garfield School District,SBA,ELA,3,All,11,84.6
Whitman County,Garfield School District,SBA,ELA,4,All,,
Whitman County,Garfield School District,SBA,ELA,5,All,,
Whitman County,Garfield School District,SBA,ELA,6,All,,
Whitman County,Garfield School District,SBA,ELA,7,All,,
Whitman County,Garfield School District,SBA,ELA,8,All,,
Whitman County,Garfield School District,SBA,ELA,11,All,,
Whitman County,Garfield School District,SBA,MATH,3,All,11,84.6
Whitman County,Garfield School District,SBA,MATH,4,All,,
Whitman County,Garfield School District,SBA,MATH,5,All,,
Whitman County,Garfield School District,SBA,MATH,6,All,,
Whitman County,Garfield School District,SBA,MATH,7,All,,
Whitman County,Garfield School District,SBA,MATH,8,All,,
Whitman County,Garfield School District,SBA,MATH,11,All,,
Whitman County,Garfield School District,EOC,Biology,10,All,,
Whitman County,Garfield School District,MSP,Science,5,All,,
Whitman County,Garfield School District,MSP,Science,8,All,,
Klickitat County,Glenwood School District,SBA,ELA,3,All,,
Klickitat County,Glenwood School District,SBA,ELA,4,All,5,38.4
Klickitat County,Glenwood School District,SBA,ELA,5,All,,
Klickitat County,Glenwood School District,SBA,ELA,6,All,5,50
Klickitat County,Glenwood School District,SBA,ELA,7,All,,
Klickitat County,Glenwood School District,SBA,ELA,8,All,,
Klickitat County,Glenwood School District,SBA,ELA,11,All,,
Klickitat County,Glenwood School District,SBA,MATH,3,All,,
Klickitat County,Glenwood School District,SBA,MATH,4,All,4,30.7
Klickitat County,Glenwood School District,SBA,MATH,5,All,,
Klickitat County,Glenwood School District,SBA,MATH,6,All,4,40
Klickitat County,Glenwood School District,SBA,MATH,7,All,,
Klickitat County,Glenwood School District,SBA,MATH,8,All,,
Klickitat County,Glenwood School District,SBA,MATH,11,All,,
Klickitat County,Glenwood School District,EOC,Biology,10,All,,
Klickitat County,Glenwood School District,MSP,Science,5,All,,
Klickitat County,Glenwood School District,MSP,Science,8,All,,
Klickitat County,Goldendale School District,SBA,ELA,3,All,20,30.3
Klickitat County,Goldendale School District,SBA,ELA,4,All,32,50.7
Klickitat County,Goldendale School District,SBA,ELA,5,All,27,38.5
Klickitat County,Goldendale School District,SBA,ELA,6,All,37,49.3
Klickitat County,Goldendale School District,SBA,ELA,7,All,41,57.7
Klickitat County,Goldendale School District,SBA,ELA,8,All,42,57.5
Klickitat County,Goldendale School District,SBA,ELA,11,All,55,74.3
Klickitat County,Goldendale School District,SBA,MATH,3,All,23,34.8
Klickitat County,Goldendale School District,SBA,MATH,4,All,32,50.7
Klickitat County,Goldendale School District,SBA,MATH,5,All,18,25.7
Klickitat County,Goldendale School District,SBA,MATH,6,All,27,36
Klickitat County,Goldendale School District,SBA,MATH,7,All,36,49.3
Klickitat County,Goldendale School District,SBA,MATH,8,All,28,38.3
Klickitat County,Goldendale School District,SBA,MATH,11,All,30,40
Klickitat County,Goldendale School District,AIM,ELA,4,All,,
Klickitat County,Goldendale School District,AIM,ELA,5,All,,
Klickitat County,Goldendale School District,AIM,ELA,7,All,,
Klickitat County,Goldendale School District,AIM,ELA,11,All,,
Klickitat County,Goldendale School District,AIM,Math,4,All,,
Klickitat County,Goldendale School District,AIM,Math,5,All,,
Klickitat County,Goldendale School District,AIM,Math,7,All,,
Klickitat County,Goldendale School District,AIM,Math,11,All,,
Klickitat County,Goldendale School District,AIM,Science,5,All,,
Klickitat County,Goldendale School District,EOC,Biology,10,All,53,66.2
Klickitat County,Goldendale School District,MSP,Science,5,All,38,54.2
Klickitat County,Goldendale School District,MSP,Science,8,All,47,64.3
Grant County,Grand Coulee Dam School District,SBA,ELA,3,All,13,22
Grant County,Grand Coulee Dam School District,SBA,ELA,4,All,22,31.8
Grant County,Grand Coulee Dam School District,SBA,ELA,5,All,16,32.6
Grant County,Grand Coulee Dam School District,SBA,ELA,6,All,22,41.5
Grant County,Grand Coulee Dam School District,SBA,ELA,7,All,23,44.2
Grant County,Grand Coulee Dam School District,SBA,ELA,8,All,21,36.2
Grant County,Grand Coulee Dam School District,SBA,ELA,11,All,,
Grant County,Grand Coulee Dam School District,SBA,MATH,3,All,21,36.2
Grant County,Grand Coulee Dam School District,SBA,MATH,4,All,26,37.6
Grant County,Grand Coulee Dam School District,SBA,MATH,5,All,11,22.4
Grant County,Grand Coulee Dam School District,SBA,MATH,6,All,14,26.4
Grant County,Grand Coulee Dam School District,SBA,MATH,7,All,24,47
Grant County,Grand Coulee Dam School District,SBA,MATH,8,All,17,29.3
Grant County,Grand Coulee Dam School District,SBA,MATH,11,All,8,18.1
Grant County,Grand Coulee Dam School District,AIM,ELA,4,All,,
Grant County,Grand Coulee Dam School District,AIM,ELA,5,All,,
Grant County,Grand Coulee Dam School District,AIM,ELA,6,All,,
Grant County,Grand Coulee Dam School District,AIM,ELA,7,All,,
Grant County,Grand Coulee Dam School District,AIM,Math,4,All,,
Grant County,Grand Coulee Dam School District,AIM,Math,5,All,,
Grant County,Grand Coulee Dam School District,AIM,Math,6,All,,
Grant County,Grand Coulee Dam School District,AIM,Math,7,All,,
Grant County,Grand Coulee Dam School District,AIM,Science,5,All,,
Grant County,Grand Coulee Dam School District,EOC,Biology,10,All,26,44.8
Grant County,Grand Coulee Dam School District,MSP,Science,5,All,14,28.5
Grant County,Grand Coulee Dam School District,MSP,Science,8,All,19,32.7
Yakima County,Grandview School District,SBA,ELA,3,All,92,30.4
Yakima County,Grandview School District,SBA,ELA,4,All,111,35.5
Yakima County,Grandview School District,SBA,ELA,5,All,112,35.6
Yakima County,Grandview School District,SBA,ELA,6,All,70,27.2
Yakima County,Grandview School District,SBA,ELA,7,All,101,35.4
Yakima County,Grandview School District,SBA,ELA,8,All,87,32.4
Yakima County,Grandview School District,SBA,ELA,11,All,156,62.9
Yakima County,Grandview School District,SBA,MATH,3,All,160,53.1
Yakima County,Grandview School District,SBA,MATH,4,All,146,46.6
Yakima County,Grandview School District,SBA,MATH,5,All,100,31.8
Yakima County,Grandview School District,SBA,MATH,6,All,50,19.5
Yakima County,Grandview School District,SBA,MATH,7,All,85,29.9
Yakima County,Grandview School District,SBA,MATH,8,All,80,29.9
Yakima County,Grandview School District,SBA,MATH,11,All,28,11.2
Yakima County,Grandview School District,AIM,ELA,3,All,,
Yakima County,Grandview School District,AIM,ELA,4,All,,
Yakima County,Grandview School District,AIM,ELA,5,All,,
Yakima County,Grandview School District,AIM,ELA,7,All,,
Yakima County,Grandview School District,AIM,ELA,11,All,,
Yakima County,Grandview School District,AIM,Math,3,All,,
Yakima County,Grandview School District,AIM,Math,4,All,,
Yakima County,Grandview School District,AIM,Math,5,All,,
Yakima County,Grandview School District,AIM,Math,7,All,,
Yakima County,Grandview School District,AIM,Math,11,All,,
Yakima County,Grandview School District,AIM,Science,5,All,,
Yakima County,Grandview School District,EOC,Biology,10,All,123,50.6
Yakima County,Grandview School District,MSP,Science,5,All,117,37.2
Yakima County,Grandview School District,MSP,Science,8,All,96,35.8
Yakima County,Granger School District,SBA,ELA,3,All,18,14.6
Yakima County,Granger School District,SBA,ELA,4,All,26,25
Yakima County,Granger School District,SBA,ELA,5,All,28,25.6
Yakima County,Granger School District,SBA,ELA,6,All,37,30
Yakima County,Granger School District,SBA,ELA,7,All,35,28
Yakima County,Granger School District,SBA,ELA,8,All,36,31.8
Yakima County,Granger School District,SBA,ELA,11,All,64,49.2
Yakima County,Granger School District,SBA,MATH,3,All,34,27.4
Yakima County,Granger School District,SBA,MATH,4,All,30,28.8
Yakima County,Granger School District,SBA,MATH,5,All,28,25.6
Yakima County,Granger School District,SBA,MATH,6,All,49,40.1
Yakima County,Granger School District,SBA,MATH,7,All,47,37
Yakima County,Granger School District,SBA,MATH,8,All,60,53
Yakima County,Granger School District,SBA,MATH,11,All,13,10
Yakima County,Granger School District,AIM,ELA,3,All,,
Yakima County,Granger School District,AIM,ELA,4,All,,
Yakima County,Granger School District,AIM,ELA,7,All,,
Yakima County,Granger School District,AIM,ELA,11,All,,
Yakima County,Granger School District,AIM,Math,3,All,,
Yakima County,Granger School District,AIM,Math,4,All,,
Yakima County,Granger School District,AIM,Math,7,All,,
Yakima County,Granger School District,AIM,Math,11,All,,
Yakima County,Granger School District,EOC,Biology,10,All,33,30.8
Yakima County,Granger School District,MSP,Science,5,All,43,39.8
Yakima County,Granger School District,MSP,Science,8,All,47,41.5
Snohomish County,Granite Falls School District,SBA,ELA,3,All,37,28.6
Snohomish County,Granite Falls School District,SBA,ELA,4,All,81,54.7
Snohomish County,Granite Falls School District,SBA,ELA,5,All,57,44.5
Snohomish County,Granite Falls School District,SBA,ELA,6,All,44,36
Snohomish County,Granite Falls School District,SBA,ELA,7,All,69,43.9
Snohomish County,Granite Falls School District,SBA,ELA,8,All,61,48.8
Snohomish County,Granite Falls School District,SBA,ELA,11,All,133,63
Snohomish County,Granite Falls School District,SBA,MATH,3,All,46,35.6
Snohomish County,Granite Falls School District,SBA,MATH,4,All,62,42.1
Snohomish County,Granite Falls School District,SBA,MATH,5,All,41,31.7
Snohomish County,Granite Falls School District,SBA,MATH,6,All,33,27
Snohomish County,Granite Falls School District,SBA,MATH,7,All,53,33.9
Snohomish County,Granite Falls School District,SBA,MATH,8,All,30,24.1
Snohomish County,Granite Falls School District,SBA,MATH,11,All,47,22.3
Snohomish County,Granite Falls School District,AIM,ELA,3,All,,
Snohomish County,Granite Falls School District,AIM,ELA,4,All,,
Snohomish County,Granite Falls School District,AIM,ELA,5,All,,
Snohomish County,Granite Falls School District,AIM,ELA,6,All,,
Snohomish County,Granite Falls School District,AIM,ELA,7,All,,
Snohomish County,Granite Falls School District,AIM,ELA,8,All,,
Snohomish County,Granite Falls School District,AIM,ELA,11,All,,
Snohomish County,Granite Falls School District,AIM,Math,3,All,,
Snohomish County,Granite Falls School District,AIM,Math,4,All,,
Snohomish County,Granite Falls School District,AIM,Math,5,All,,
Snohomish County,Granite Falls School District,AIM,Math,6,All,,
Snohomish County,Granite Falls School District,AIM,Math,7,All,,
Snohomish County,Granite Falls School District,AIM,Math,8,All,,
Snohomish County,Granite Falls School District,AIM,Math,11,All,,
Snohomish County,Granite Falls School District,AIM,Science,5,All,,
Snohomish County,Granite Falls School District,AIM,Science,8,All,,
Snohomish County,Granite Falls School District,EOC,Biology,10,All,119,66.8
Snohomish County,Granite Falls School District,MSP,Science,5,All,71,55
Snohomish County,Granite Falls School District,MSP,Science,8,All,87,70.1
Mason County,Grapeview School District,SBA,ELA,3,All,13,72.2
Mason County,Grapeview School District,SBA,ELA,4,All,14,53.8
Mason County,Grapeview School District,SBA,ELA,5,All,13,61.9
Mason County,Grapeview School District,SBA,ELA,6,All,24,66.6
Mason County,Grapeview School District,SBA,ELA,7,All,17,60.7
Mason County,Grapeview School District,SBA,ELA,8,All,12,63.1
Mason County,Grapeview School District,SBA,MATH,3,All,17,94.4
Mason County,Grapeview School District,SBA,MATH,4,All,13,50
Mason County,Grapeview School District,SBA,MATH,5,All,9,42.8
Mason County,Grapeview School District,SBA,MATH,6,All,15,41.6
Mason County,Grapeview School District,SBA,MATH,7,All,8,28.5
Mason County,Grapeview School District,SBA,MATH,8,All,8,42.1
Mason County,Grapeview School District,MSP,Science,5,All,15,71.4
Mason County,Grapeview School District,MSP,Science,8,All,17,94.4
Spokane County,Great Northern School District,SBA,ELA,3,All,,
Spokane County,Great Northern School District,SBA,ELA,4,All,5,50
Spokane County,Great Northern School District,SBA,ELA,5,All,,
Spokane County,Great Northern School District,SBA,ELA,6,All,,
Spokane County,Great Northern School District,SBA,MATH,3,All,,
Spokane County,Great Northern School District,SBA,MATH,4,All,3,30
Spokane County,Great Northern School District,SBA,MATH,5,All,,
Spokane County,Great Northern School District,SBA,MATH,6,All,,
Spokane County,Great Northern School District,MSP,Science,5,All,,
Pierce County,Green Dot Public Schools Tacoma,SBA,ELA,6,All,27,26.7
Pierce County,Green Dot Public Schools Tacoma,SBA,ELA,7,All,39,28.4
Pierce County,Green Dot Public Schools Tacoma,SBA,MATH,6,All,16,15.8
Pierce County,Green Dot Public Schools Tacoma,SBA,MATH,7,All,26,18.9
Pierce County,Green Dot Public Schools Tacoma,AIM,ELA,6,All,,
Pierce County,Green Dot Public Schools Tacoma,AIM,ELA,7,All,,
Pierce County,Green Dot Public Schools Tacoma,AIM,Math,6,All,,
Pierce County,Green Dot Public Schools Tacoma,AIM,Math,7,All,,
Clark County,Green Mountain School District,SBA,ELA,3,All,12,60
Clark County,Green Mountain School District,SBA,ELA,4,All,5,29.4
Clark County,Green Mountain School District,SBA,ELA,5,All,6,33.3
Clark County,Green Mountain School District,SBA,ELA,6,All,9,52.9
Clark County,Green Mountain School District,SBA,ELA,7,All,7,33.3
Clark County,Green Mountain School District,SBA,ELA,8,All,,
Clark County,Green Mountain School District,SBA,MATH,3,All,14,70
Clark County,Green Mountain School District,SBA,MATH,4,All,6,35.2
Clark County,Green Mountain School District,SBA,MATH,5,All,7,38.8
Clark County,Green Mountain School District,SBA,MATH,6,All,7,41.1
Clark County,Green Mountain School District,SBA,MATH,7,All,8,38
Clark County,Green Mountain School District,SBA,MATH,8,All,,
Clark County,Green Mountain School District,MSP,Science,5,All,12,66.6
Clark County,Green Mountain School District,MSP,Science,8,All,,
Thurston County,Griffin School District,SBA,ELA,3,All,48,64.8
Thurston County,Griffin School District,SBA,ELA,4,All,54,72.9
Thurston County,Griffin School District,SBA,ELA,5,All,57,74
Thurston County,Griffin School District,SBA,ELA,6,All,44,66.6
Thurston County,Griffin School District,SBA,ELA,7,All,55,66.2
Thurston County,Griffin School District,SBA,ELA,8,All,45,71.4
Thurston County,Griffin School District,SBA,MATH,3,All,44,59.4
Thurston County,Griffin School District,SBA,MATH,4,All,37,50
Thurston County,Griffin School District,SBA,MATH,5,All,39,50.6
Thurston County,Griffin School District,SBA,MATH,6,All,45,68.1
Thurston County,Griffin School District,SBA,MATH,7,All,53,63.8
Thurston County,Griffin School District,SBA,MATH,8,All,37,58.7
Thurston County,Griffin School District,AIM,ELA,3,All,,
Thurston County,Griffin School District,AIM,ELA,4,All,,
Thurston County,Griffin School District,AIM,ELA,5,All,,
Thurston County,Griffin School District,AIM,ELA,6,All,,
Thurston County,Griffin School District,AIM,Math,3,All,,
Thurston County,Griffin School District,AIM,Math,4,All,,
Thurston County,Griffin School District,AIM,Math,5,All,,
Thurston County,Griffin School District,AIM,Science,5,All,,
Thurston County,Griffin School District,MSP,Science,5,All,68,88.3
Thurston County,Griffin School District,MSP,Science,8,All,51,80.9
Lincoln County,Harrington School District,SBA,ELA,3,All,6,54.5
Lincoln County,Harrington School District,SBA,ELA,4,All,,
Lincoln County,Harrington School District,SBA,ELA,5,All,,
Lincoln County,Harrington School District,SBA,ELA,6,All,5,33.3
Lincoln County,Harrington School District,SBA,ELA,7,All,,
Lincoln County,Harrington School District,SBA,ELA,8,All,8,72.7
Lincoln County,Harrington School District,SBA,ELA,11,All,,
Lincoln County,Harrington School District,SBA,MATH,3,All,7,63.6
Lincoln County,Harrington School District,SBA,MATH,4,All,,
Lincoln County,Harrington School District,SBA,MATH,5,All,,
Lincoln County,Harrington School District,SBA,MATH,6,All,5,33.3
Lincoln County,Harrington School District,SBA,MATH,7,All,,
Lincoln County,Harrington School District,SBA,MATH,8,All,5,45.4
Lincoln County,Harrington School District,SBA,MATH,11,All,,
Lincoln County,Harrington School District,EOC,Biology,10,All,,
Lincoln County,Harrington School District,MSP,Science,5,All,,
Lincoln County,Harrington School District,MSP,Science,8,All,9,81.8
Yakima County,Highland School District,SBA,ELA,3,All,35,38
Yakima County,Highland School District,SBA,ELA,4,All,42,45.6
Yakima County,Highland School District,SBA,ELA,5,All,55,57.2
Yakima County,Highland School District,SBA,ELA,6,All,37,44
Yakima County,Highland School District,SBA,ELA,7,All,51,50.4
Yakima County,Highland School District,SBA,ELA,8,All,25,31.6
Yakima County,Highland School District,SBA,ELA,11,All,54,77.1
Yakima County,Highland School District,SBA,MATH,3,All,42,45.6
Yakima County,Highland School District,SBA,MATH,4,All,48,51.6
Yakima County,Highland School District,SBA,MATH,5,All,47,48.9
Yakima County,Highland School District,SBA,MATH,6,All,40,47
Yakima County,Highland School District,SBA,MATH,7,All,36,35.6
Yakima County,Highland School District,SBA,MATH,8,All,31,39.2
Yakima County,Highland School District,SBA,MATH,11,All,17,24.2
Yakima County,Highland School District,AIM,ELA,3,All,,
Yakima County,Highland School District,AIM,ELA,4,All,,
Yakima County,Highland School District,AIM,ELA,5,All,,
Yakima County,Highland School District,AIM,ELA,6,All,,
Yakima County,Highland School District,AIM,ELA,7,All,,
Yakima County,Highland School District,AIM,ELA,8,All,,
Yakima County,Highland School District,AIM,Math,3,All,,
Yakima County,Highland School District,AIM,Math,4,All,,
Yakima County,Highland School District,AIM,Math,5,All,,
Yakima County,Highland School District,AIM,Math,6,All,,
Yakima County,Highland School District,AIM,Math,7,All,,
Yakima County,Highland School District,AIM,Math,8,All,,
Yakima County,Highland School District,AIM,Science,5,All,,
Yakima County,Highland School District,AIM,Science,8,All,,
Yakima County,Highland School District,EOC,Biology,10,All,63,66.3
Yakima County,Highland School District,MSP,Science,5,All,45,46.8
Yakima County,Highland School District,MSP,Science,8,All,32,39.5
King County,Highline School District,SBA,ELA,3,All,630,38.4
King County,Highline School District,SBA,ELA,4,All,635,42.7
King County,Highline School District,SBA,ELA,5,All,634,45.5
King County,Highline School District,SBA,ELA,6,All,616,47.1
King County,Highline School District,SBA,ELA,7,All,554,46.9
King County,Highline School District,SBA,ELA,8,All,530,43.1
King County,Highline School District,SBA,ELA,11,All,914,66.9
King County,Highline School District,SBA,MATH,3,All,746,45.5
King County,Highline School District,SBA,MATH,4,All,679,45.8
King County,Highline School District,SBA,MATH,5,All,494,35.6
King County,Highline School District,SBA,MATH,6,All,514,39.2
King County,Highline School District,SBA,MATH,7,All,450,38
King County,Highline School District,SBA,MATH,8,All,354,28.7
King County,Highline School District,SBA,MATH,11,All,293,21.5
King County,Highline School District,AIM,ELA,3,All,9,64.2
King County,Highline School District,AIM,ELA,4,All,15,75
King County,Highline School District,AIM,ELA,5,All,17,89.4
King County,Highline School District,AIM,ELA,6,All,9,69.2
King County,Highline School District,AIM,ELA,7,All,7,38.8
King County,Highline School District,AIM,ELA,8,All,,
King County,Highline School District,AIM,ELA,11,All,7,53.8
King County,Highline School District,AIM,Math,3,All,7,50
King County,Highline School District,AIM,Math,4,All,15,75
King County,Highline School District,AIM,Math,5,All,11,64.7
King County,Highline School District,AIM,Math,6,All,11,78.5
King County,Highline School District,AIM,Math,7,All,7,41.1
King County,Highline School District,AIM,Math,8,All,,
King County,Highline School District,AIM,Math,11,All,10,76.9
King County,Highline School District,AIM,Science,5,All,10,58.8
King County,Highline School District,AIM,Science,8,All,,
King County,Highline School District,EOC,Biology,10,All,781,57.7
King County,Highline School District,MSP,Science,5,All,651,46.8
King County,Highline School District,MSP,Science,8,All,630,51
Clark County,Hockinson School District,SBA,ELA,3,All,62,46.6
Clark County,Hockinson School District,SBA,ELA,4,All,80,58.8
Clark County,Hockinson School District,SBA,ELA,5,All,97,64.6
Clark County,Hockinson School District,SBA,ELA,6,All,67,48.5
Clark County,Hockinson School District,SBA,ELA,7,All,97,64.6
Clark County,Hockinson School District,SBA,ELA,8,All,76,55.8
Clark County,Hockinson School District,SBA,ELA,11,All,147,76.5
Clark County,Hockinson School District,SBA,MATH,3,All,79,59.3
Clark County,Hockinson School District,SBA,MATH,4,All,83,61.4
Clark County,Hockinson School District,SBA,MATH,5,All,78,52.3
Clark County,Hockinson School District,SBA,MATH,6,All,63,45.6
Clark County,Hockinson School District,SBA,MATH,7,All,84,56
Clark County,Hockinson School District,SBA,MATH,8,All,60,44.1
Clark County,Hockinson School District,SBA,MATH,11,All,,
Clark County,Hockinson School District,EOC,Biology,10,All,132,88.5
Clark County,Hockinson School District,MSP,Science,5,All,111,74.4
Clark County,Hockinson School District,MSP,Science,8,All,95,69.8
Mason County,Hood Canal School District,SBA,ELA,3,All,9,28.1
Mason County,Hood Canal School District,SBA,ELA,4,All,8,23.5
Mason County,Hood Canal School District,SBA,ELA,5,All,9,25.7
Mason County,Hood Canal School District,SBA,ELA,6,All,5,12.8
Mason County,Hood Canal School District,SBA,ELA,7,All,13,39.3
Mason County,Hood Canal School District,SBA,ELA,8,All,12,35.2
Mason County,Hood Canal School District,SBA,MATH,3,All,8,25
Mason County,Hood Canal School District,SBA,MATH,4,All,12,35.2
